-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG          |Name         |Ref |Lam_lab |Ion       |Lam_obs |F(lambda) |F_Er|I(lambda) |I_Em |I_Ep |Mult    |Lower Term      |Upper Term      |g1      |g2      
-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG008.2-04.8|M 2-42       |D21 |6300.34 |[O I]     |6301.93 |4.464     |1.2 |2.366     |-2.7 |2.7  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG008.2-04.8|M 2-42       |D21 |6312.10 |[S III]   |6313.72 |2.203     |0.4 |1.163     |-2.4 |2.3  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG008.2-04.8|M 2-42       |D21 |6347.10 |Si II     |6348.83 |0.094     |7.4 |0.049     |-9.2 |9.6  |V2      |4s 2S           |4p 2P*          |2       |4       
PNG008.2-04.8|M 2-42       |D21 |6363.78 |[O I]     |6365.42 |1.543     |2.1 |0.800     |-3.3 |3.6  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG008.2-04.8|M 2-42       |D21 |6371.38 |S III     |6373.15 |0.057     |8.6 |0.029     |-10.1|11.0 |V2      |4s 2S           |4p 2P*          |2       |2       
PNG008.2-04.8|M 2-42       |D21 |6461.95 |C II      |6463.48 |0.114     |4.3 |0.057     |-5.4 |5.8  |        |4f 2F*          |6g 2G           |14      |18      
PNG008.2-04.8|M 2-42       |D21 |6548.10 |[N II]    |6549.75 |26.004    |0.3 |12.697    |-2.5 |2.4  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG008.2-04.8|M 2-42       |D21 |6562.77 |H 3       |6564.62 |593.300   |1.7 |288.322   |-3.2 |3.3  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG008.2-04.8|M 2-42       |D21 |6583.50 |[N II]    |6585.14 |80.103    |0.2 |38.670    |-2.6 |2.5  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG008.2-04.8|M 2-42       |D21 |6683.20 |He II     |6679.95 |8.148     |1.0 |3.812     |-3.0 |2.9  |5.13    |5g+ 2G          |13h+ 2H*        |50      |*       
PNG008.2-04.8|M 2-42       |D21 |6716.44 |[S II]    |6718.21 |8.122     |0.3 |3.760     |-2.8 |2.7  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG008.2-04.8|M 2-42       |D21 |6730.82 |[S II]    |6732.59 |12.817    |0.3 |5.908     |-2.8 |2.6  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG008.2-04.8|M 2-42       |D21 |6795.00 |[K IV]    |6797.09 |0.019     |22.6|0.009     |-26.8|27.4 |F1      |3p4 3P          |3p4 1D          |3       |5       
PNG008.2-04.8|M 2-42       |D21 |7065.25 |He I      |7067.22 |6.528     |1.9 |2.726     |-4.0 |3.4  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG008.2-04.8|M 2-42       |W07 |7135.80 |[Ar III]  |7135.80 |23.470    |0.0 |9.607     |-3.3 |2.8  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG011.7-00.6|NGC 6567     |K03 |3726.03 |[O II]    |3726.03 |15.600    |0.0 |24.587    |-0.5 |0.6  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.7-00.6|NGC 6567     |K03 |3728.82 |[O II]    |3728.82 |*         |    |*         |     |     |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.7-00.6|NGC 6567     |K03 |3868.75 |[Ne III]  |3868.75 |43.500    |0.0 |65.443    |-0.4 |0.5  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG011.7-00.6|NGC 6567     |K03 |3889.05 |H 8       |3889.05 |10.200    |0.0 |15.237    |-0.4 |0.5  |H8      |2p+ 2P*         |8d+ 2D          |8       |*       
PNG011.7-00.6|NGC 6567     |K03 |3967.46 |[Ne III]  |3967.46 |17.100    |0.0 |24.833    |-0.4 |0.5  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG011.7-00.6|NGC 6567     |K03 |4101.74 |H 6       |4101.74 |15.300    |0.0 |21.110    |-0.3 |0.4  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG011.7-00.6|NGC 6567     |K03 |4340.47 |H 5       |4340.47 |36.600    |0.0 |45.819    |-0.2 |0.3  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG011.7-00.6|NGC 6567     |K03 |4363.21 |[O III]   |4363.21 |7.600     |0.0 |9.424     |-0.2 |0.3  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG011.7-00.6|NGC 6567     |D21 |4452.37 |O II      |4454.71 |0.097     |10.8|0.116     |-14.6|15.0 |V5      |3s 2P           |3p 2D*          |4       |4       
PNG011.7-00.6|NGC 6567     |D21 |4471.50 |He I      |4472.84 |4.059     |0.8 |4.807     |-1.1 |1.2  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG011.7-00.6|NGC 6567     |D21 |4488.20 |O II      |4492.85 |0.016     |47.6|0.019     |-66.8|65.9 |V104    |3d' 2P          |4f' D2*         |4       |6       
PNG011.7-00.6|NGC 6567     |D21 |4518.15 |N III     |4520.70 |0.018     |22.9|0.021     |-32.4|32.7 |V3      |3s' 4P*         |3p' 4D          |2       |2       
PNG011.7-00.6|NGC 6567     |D21 |4571.10 |Mg I]     |4572.35 |0.176     |3.8 |0.200     |-5.4 |5.5  |        |3s2 1S          |3s3p 3P*        |1       |3       
PNG011.7-00.6|NGC 6567     |D21 |4590.97 |O II      |4592.52 |0.026     |25.3|0.029     |-36.4|36.2 |V15     |3s' 2D          |3p' 2F*         |6       |8       
PNG011.7-00.6|NGC 6567     |D21 |4620.26 |C II      |4621.17 |0.096     |16.9|0.107     |-23.7|24.4 |        |                |                |        |        
PNG011.7-00.6|NGC 6567     |D21 |4641.84 |N III     |4642.16 |0.198     |6.2 |0.218     |-8.9 |9.1  |V2      |3p 2P*          |3d 2D           |4       |4       
PNG011.7-00.6|NGC 6567     |D21 |4651.47 |C III     |4650.92 |0.212     |10.5|0.232     |-15.1|15.5 |V1      |3s 3S           |3p 3P*          |3       |1       
PNG011.7-00.6|NGC 6567     |D21 |4685.68 |He II     |4687.28 |0.601     |3.2 |0.649     |-4.5 |4.8  |3.4     |3d+ 2D          |4f+ 2F*         |18      |32      
PNG011.7-00.6|NGC 6567     |D21 |4711.37 |[Ar IV]   |4714.24 |0.650     |10.0|0.694     |-14.4|14.3 |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG011.7-00.6|NGC 6567     |D21 |4740.17 |[Ar IV]   |4741.70 |0.642     |3.1 |0.677     |-4.4 |4.5  |F1      |3p3 4S*         |3p3 2D*         |4       |4       
PNG011.7-00.6|NGC 6567     |D21 |4754.70 |[Fe III]  |4758.50 |0.052     |13.0|0.054     |-18.1|18.8 |F3      |                |                |        |        
PNG011.7-00.6|NGC 6567     |D21 |4788.13 |N II      |4782.67 |0.073     |12.5|0.075     |-17.8|17.5 |V20     |3p 3D           |3d 3D*          |5       |5       
PNG011.7-00.6|NGC 6567     |D21 |4802.23 |C II      |4804.28 |0.024     |11.5|0.025     |-16.6|16.5 |        |4f 2F*          |8g 2G           |14      |18      
PNG011.7-00.6|NGC 6567     |D21 |4861.33 |H 4       |4863.07 |100.000   |0.3 |100.003   |-0.4 |0.4  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG011.7-00.6|NGC 6567     |D21 |4890.86 |O II      |4887.90 |0.066     |14.7|0.065     |-20.7|21.2 |V28     |3p 4S*          |3d 4P           |4       |2       
PNG011.7-00.6|NGC 6567     |D21 |4958.91 |[O III]   |4960.83 |326.557   |0.3 |312.986   |-0.4 |0.4  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG011.7-00.6|NGC 6567     |D21 |5006.84 |[O III]   |5008.84 |1011.878  |0.6 |949.849   |-0.9 |0.8  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG011.7-00.6|NGC 6567     |D21 |5047.74 |He I      |5049.64 |0.185     |3.9 |0.171     |-5.4 |5.5  |V47     |2p 1P*          |4s 1S           |3       |1       
PNG011.7-00.6|NGC 6567     |D21 |5191.82 |[Ar III]  |5193.44 |0.064     |15.4|0.055     |-21.4|21.1 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG011.7-00.6|NGC 6567     |D21 |5199.84 |[N I]     |5200.07 |0.051     |8.8 |0.044     |-12.1|12.3 |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.7-00.6|NGC 6567     |D21 |5200.26 |[N I]     |5202.38 |0.035     |15.8|0.030     |-21.9|21.7 |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.7-00.6|NGC 6567     |D21 |5270.40 |[Fe III]  |5273.84 |0.063     |20.2|0.053     |-27.5|28.0 |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG011.7-00.6|NGC 6567     |D21 |5411.52 |He II     |5413.98 |0.062     |8.4 |0.049     |-11.3|11.2 |4.7     |4f+ 2F*         |7g+ 2G          |32      |98      
PNG011.7-00.6|NGC 6567     |D21 |5517.66 |[Cl III]  |5520.18 |0.260     |4.3 |0.198     |-5.9 |5.6  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.7-00.6|NGC 6567     |D21 |5537.60 |[Cl III]  |5540.28 |0.401     |2.3 |0.303     |-3.1 |2.9  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.7-00.6|NGC 6567     |D21 |5577.34 |[O I]     |5577.22 |0.043     |62.1|0.032     |-84.0|81.2 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG011.7-00.6|NGC 6567     |D21 |5666.63 |N II      |5668.67 |0.044     |7.6 |0.032     |-10.4|9.4  |V3      |3s 3P*          |3p 3D           |3       |5       
PNG011.7-00.6|NGC 6567     |D21 |5679.56 |N II      |5677.88 |0.026     |19.5|0.019     |-26.3|24.3 |V3      |3s 3P*          |3p 3D           |5       |7       
PNG011.7-00.6|NGC 6567     |D21 |5754.60 |[N II]    |5756.53 |0.440     |2.2 |0.312     |-3.1 |2.6  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG011.7-00.6|NGC 6567     |D21 |5801.51 |C IV      |5803.02 |0.737     |2.9 |0.515     |-4.0 |3.6  |V1      |3s 2S           |3p 2P*          |2       |4       
PNG011.7-00.6|NGC 6567     |D21 |5812.14 |C IV      |5813.53 |0.180     |11.1|0.125     |-14.7|13.9 |V1      |3s 2S           |3p 2P*          |2       |2       
PNG011.7-00.6|NGC 6567     |D21 |5875.66 |He I      |5877.57 |22.772    |0.3 |15.569    |-0.7 |0.4  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG011.7-00.6|NGC 6567     |D21 |5978.97 |S III     |5982.31 |0.013     |24.5|0.009     |-32.8|29.6 |V4      |                |                |        |        
PNG011.7-00.6|NGC 6567     |D21 |6101.83 |[K IV]    |6103.66 |0.066     |6.3 |0.042     |-8.5 |7.6  |F1      |3p4 3P          |3d4 1D          |5       |5       
PNG011.7-00.6|NGC 6567     |D21 |6151.43 |C II      |6153.34 |0.052     |9.9 |0.033     |-13.3|11.8 |V16.04  |4d 2D           |6f 2F*          |10      |14      
PNG011.7-00.6|NGC 6567     |D21 |6300.34 |[O I]     |6302.43 |3.400     |1.0 |2.064     |-1.6 |1.2  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG011.7-00.6|NGC 6567     |D21 |6312.10 |[S III]   |6314.10 |1.295     |0.9 |0.784     |-1.5 |1.2  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG011.7-00.6|NGC 6567     |D21 |6363.78 |[O I]     |6366.02 |1.263     |1.4 |0.754     |-2.1 |1.7  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG011.7-00.6|NGC 6567     |D21 |6461.95 |C II      |6464.03 |0.204     |2.4 |0.119     |-3.5 |3.0  |        |4f 2F*          |6g 2G           |14      |18      
PNG011.7-00.6|NGC 6567     |D21 |6548.10 |[N II]    |6550.22 |8.570     |1.5 |4.878     |-2.3 |1.8  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG011.7-00.6|NGC 6567     |D21 |6562.77 |H 3       |6564.90 |503.226   |0.2 |285.362   |-0.8 |0.5  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG011.7-00.6|NGC 6567     |D21 |6583.50 |[N II]    |6585.56 |26.055    |1.2 |14.698    |-1.9 |1.5  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG011.7-00.6|NGC 6567     |D21 |6678.16 |He I      |6680.32 |5.106     |1.1 |2.813     |-1.7 |1.4  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG011.7-00.6|NGC 6567     |D21 |6716.44 |[S II]    |6718.71 |1.212     |1.5 |0.662     |-2.2 |1.9  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.7-00.6|NGC 6567     |D21 |6730.82 |[S II]    |6733.11 |2.299     |1.4 |1.251     |-2.1 |1.7  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.7-00.6|NGC 6567     |D21 |7065.25 |He I      |7067.65 |8.777     |1.8 |4.417     |-2.6 |2.0  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG011.7-00.6|NGC 6567     |K03 |7135.80 |[Ar III]  |7135.80 |11.300    |0.0 |5.599     |-0.9 |0.7  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG011.7-00.6|NGC 6567     |K03 |7319.99 |[O II]    |7319.99 |10.600    |0.0 |5.049     |-1.0 |0.8  |F2      |2p3 2D*         |2p3 2P*         |6       |4       
PNG011.7-00.6|NGC 6567     |K03 |7330.73 |[O II]    |7330.73 |*         |    |*         |     |     |F2      |2p3 2D*         |2p3 2P*         |4       |4       
PNG011.7-00.6|NGC 6567     |K03 |7751.43 |[Ar III]  |7751.43 |2.800     |0.0 |1.225     |-1.1 |0.9  |F1      |3p4 3P          |3p4 1D          |3       |5       
PNG009.4-05.0|NGC 6629     |M02 |3726.03 |[O II]    |3726.03 |21.200    |0.0 |37.715    |-0.6 |0.6  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG009.4-05.0|NGC 6629     |M02 |3728.82 |[O II]    |3728.82 |*         |    |*         |     |     |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG009.4-05.0|NGC 6629     |M02 |3868.75 |[Ne III]  |3868.75 |25.700    |0.0 |43.105    |-0.5 |0.5  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG009.4-05.0|NGC 6629     |M02 |3889.05 |H 8       |3889.05 |12.200    |0.0 |20.280    |-0.5 |0.5  |H8      |2p+ 2P*         |8d+ 2D          |8       |*       
PNG009.4-05.0|NGC 6629     |M02 |3967.46 |[Ne III]  |3967.46 |18.500    |0.0 |29.672    |-0.5 |0.5  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG009.4-05.0|NGC 6629     |M02 |4101.74 |H 6       |4101.74 |17.600    |0.0 |26.457    |-0.4 |0.4  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG009.4-05.0|NGC 6629     |M02 |4340.47 |H 5       |4340.47 |36.900    |0.0 |49.042    |-0.3 |0.3  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG009.4-05.0|NGC 6629     |M02 |4363.21 |[O III]   |4363.21 |2.100     |0.0 |2.757     |-0.3 |0.3  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG009.4-05.0|NGC 6629     |D21 |4448.19 |O II      |4448.93 |0.142     |11.2|0.178     |-15.4|14.7 |V35     |3p' 2F*         |3d' 2F          |8       |8       
PNG009.4-05.0|NGC 6629     |D21 |4471.50 |He I      |4471.25 |3.937     |1.5 |4.877     |-2.1 |2.0  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG009.4-05.0|NGC 6629     |D21 |4562.60 |Mg I]     |4561.48 |0.126     |12.1|0.149     |-16.6|15.8 |        |3s2 1S          |3s3p 3P*        |1       |5       
PNG009.4-05.0|NGC 6629     |D21 |4571.10 |Mg I]     |4571.13 |0.108     |8.7 |0.127     |-11.6|11.2 |        |3s2 1S          |3s3p 3P*        |1       |3       
PNG009.4-05.0|NGC 6629     |D21 |4638.86 |O II      |4639.11 |0.056     |59.2|0.063     |-77.9|75.2 |V1      |3s 4P           |3p 4D*          |2       |4       
PNG009.4-05.0|NGC 6629     |D21 |4650.84 |O II      |4649.55 |0.055     |55.2|0.062     |-71.8|69.8 |V1      |3s 4P           |3p 4D*          |2       |2       
PNG009.4-05.0|NGC 6629     |D21 |4658.10 |[Fe III]  |4657.52 |0.107     |28.9|0.120     |-38.4|35.4 |F3      |3d6 5D          |3d6 3F2         |9       |9       
PNG009.4-05.0|NGC 6629     |D21 |4661.63 |O II      |4660.86 |0.144     |10.5|0.161     |-13.8|13.0 |V1      |3s 4P           |3p 4D*          |4       |4       
PNG009.4-05.0|NGC 6629     |D21 |4696.35 |O II      |4690.29 |0.068     |30.9|0.074     |-39.8|38.3 |V1      |3s 4P           |3p 4D*          |6       |4       
PNG009.4-05.0|NGC 6629     |D21 |4711.37 |[Ar IV]   |4713.02 |0.427     |5.2 |0.464     |-6.6 |6.5  |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG009.4-05.0|NGC 6629     |D21 |4740.17 |[Ar IV]   |4740.06 |0.334     |8.0 |0.357     |-10.0|9.9  |F1      |3p3 4S*         |3p3 2D*         |4       |4       
PNG009.4-05.0|NGC 6629     |D21 |4802.23 |C II      |4807.75 |0.038     |36.3|0.039     |-44.7|44.6 |        |4f 2F*          |8g 2G           |14      |18      
PNG009.4-05.0|NGC 6629     |D21 |4861.33 |H 4       |4861.32 |100.000   |0.4 |100.004   |-0.5 |0.5  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG009.4-05.0|NGC 6629     |D21 |4881.11 |[Fe III]  |4880.97 |0.103     |9.9 |0.102     |-12.0|11.9 |F2      |3d6 5D          |3d6 3H          |9       |9       
PNG009.4-05.0|NGC 6629     |D21 |4958.91 |[O III]   |4959.05 |233.290   |0.5 |221.083   |-0.6 |0.6  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG009.4-05.0|NGC 6629     |D21 |5006.84 |[O III]   |5007.05 |712.773   |0.5 |657.906   |-0.6 |0.6  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG009.4-05.0|NGC 6629     |D21 |5200.26 |[N I]     |5199.37 |0.025     |38.2|0.021     |-46.2|47.6 |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG009.4-05.0|NGC 6629     |D21 |5270.40 |[Fe III]  |5271.07 |0.088     |9.8 |0.070     |-11.8|12.2 |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG009.4-05.0|NGC 6629     |D21 |5517.66 |[Cl III]  |5518.36 |0.473     |3.8 |0.335     |-4.7 |4.6  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG009.4-05.0|NGC 6629     |D21 |5537.60 |[Cl III]  |5538.36 |0.525     |7.8 |0.369     |-9.4 |9.5  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG009.4-05.0|NGC 6629     |D21 |5577.34 |[O I]     |5576.70 |0.172     |23.7|0.119     |-29.6|28.9 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG009.4-05.0|NGC 6629     |D21 |5754.60 |[N II]    |5754.43 |0.127     |10.7|0.082     |-13.5|12.7 |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG009.4-05.0|NGC 6629     |D21 |5801.51 |C IV      |5800.78 |0.339     |8.2 |0.215     |-10.5|10.0 |V1      |3s 2S           |3p 2P*          |2       |4       
PNG009.4-05.0|NGC 6629     |D21 |5812.14 |C IV      |5811.52 |0.150     |16.3|0.095     |-21.3|20.5 |V1      |3s 2S           |3p 2P*          |2       |2       
PNG009.4-05.0|NGC 6629     |D21 |5875.66 |He I      |5875.40 |23.696    |0.5 |14.641    |-0.9 |0.8  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG009.4-05.0|NGC 6629     |D21 |6151.43 |C II      |6151.14 |0.056     |17.6|0.031     |-23.2|21.9 |V16.04  |4d 2D           |6f 2F*          |10      |14      
PNG009.4-05.0|NGC 6629     |D21 |6312.10 |[S III]   |6311.72 |1.063     |2.1 |0.563     |-2.9 |2.8  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG009.4-05.0|NGC 6629     |D21 |6371.38 |S III     |6370.23 |0.160     |12.8|0.083     |-16.7|15.9 |V2      |4s 2S           |4p 2P*          |2       |2       
PNG009.4-05.0|NGC 6629     |D21 |6461.95 |C II      |6461.16 |0.069     |17.0|0.035     |-22.7|21.1 |        |4f 2F*          |6g 2G           |14      |18      
PNG009.4-05.0|NGC 6629     |D21 |6548.10 |[N II]    |6547.73 |5.384     |0.7 |2.637     |-1.2 |1.2  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG009.4-05.0|NGC 6629     |D21 |6562.77 |H 3       |6562.47 |593.073   |0.3 |289.171   |-0.9 |0.8  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG009.4-05.0|NGC 6629     |D21 |6583.50 |[N II]    |6583.08 |17.575    |0.3 |8.513     |-0.9 |0.8  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG009.4-05.0|NGC 6629     |D21 |6678.16 |He I      |6677.86 |9.058     |0.5 |4.259     |-1.1 |1.0  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG009.4-05.0|NGC 6629     |D21 |6716.44 |[S II]    |6716.17 |0.916     |2.1 |0.426     |-2.7 |2.6  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG009.4-05.0|NGC 6629     |D21 |6730.82 |[S II]    |6730.48 |1.439     |1.0 |0.666     |-1.5 |1.4  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG009.4-05.0|NGC 6629     |D21 |7065.25 |He I      |7065.08 |6.544     |2.1 |2.743     |-2.7 |2.6  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG009.4-05.0|NGC 6629     |M02 |7135.80 |[Ar III]  |7135.80 |29.100    |0.0 |11.960    |-1.0 |0.9  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG009.4-05.0|NGC 6629     |M02 |7281.35 |He I      |7281.35 |2.000     |0.0 |0.790     |-1.0 |0.9  |V45     |2p 1P*          |3s 1S           |3       |1       
PNG009.4-05.0|NGC 6629     |M02 |9068.60 |[S III]   |9068.60 |33.600    |0.0 |9.049     |-1.4 |1.3  |        |3p2 3P          |3p2 1D          |3       |5       
PNG358.0-04.6|Sa 3-107     |D21 |4448.19 |O II      |4444.76 |0.066     |36.6|0.096     |-47.6|47.0 |V35     |3p' 2F*         |3d' 2F          |8       |8       
PNG358.0-04.6|Sa 3-107     |D21 |4452.37 |O II      |4450.42 |0.081     |11.2|0.118     |-14.2|14.4 |V5      |3s 2P           |3p 2D*          |4       |4       
PNG358.0-04.6|Sa 3-107     |D21 |4457.24 |Ne II     |4454.66 |0.057     |51.8|0.082     |-63.4|65.5 |V61d    |3d 2D           |4f 2[2]*        |4       |4       
PNG358.0-04.6|Sa 3-107     |D21 |4471.50 |He I      |4468.85 |3.886     |2.9 |5.542     |-3.5 |3.6  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG358.0-04.6|Sa 3-107     |D21 |4514.86 |N III     |4514.68 |0.101     |20.4|0.139     |-25.6|26.6 |V3      |3s' 4P*         |3p' 4D          |6       |8       
PNG358.0-04.6|Sa 3-107     |D21 |4590.97 |O II      |4587.18 |0.169     |32.0|0.216     |-38.9|41.2 |V15     |3s' 2D          |3p' 2F*         |6       |8       
PNG358.0-04.6|Sa 3-107     |D21 |4596.18 |O II      |4591.35 |0.082     |36.0|0.104     |-46.4|45.8 |V15     |3s' 2D          |3p' 2F*         |4       |6       
PNG358.0-04.6|Sa 3-107     |D21 |4640.64 |N III     |4637.99 |0.384     |13.6|0.470     |-17.6|17.8 |V2      |3p 2P*          |3d 2D           |4       |6       
PNG358.0-04.6|Sa 3-107     |D21 |4647.42 |C III     |4648.33 |0.242     |12.4|0.294     |-15.8|15.8 |V1      |3s 3S           |3p 3P*          |3       |5       
PNG358.0-04.6|Sa 3-107     |D21 |4658.10 |[Fe III]  |4655.32 |0.278     |18.3|0.335     |-23.0|22.8 |F3      |3d6 5D          |3d6 3F2         |9       |9       
PNG358.0-04.6|Sa 3-107     |D21 |4678.14 |N II      |4673.41 |0.064     |38.2|0.076     |-46.4|48.4 |V61b    |3d 1P*          |4f 2[2]         |3       |5       
PNG358.0-04.6|Sa 3-107     |D21 |4685.68 |He II     |4683.13 |1.382     |4.3 |1.623     |-5.2 |5.2  |3.4     |3d+ 2D          |4f+ 2F*         |18      |32      
PNG358.0-04.6|Sa 3-107     |D21 |4711.37 |[Ar IV]   |4710.48 |0.287     |11.5|0.329     |-13.8|14.3 |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG358.0-04.6|Sa 3-107     |D21 |4754.70 |[Fe III]  |4755.93 |0.045     |19.3|0.050     |-23.4|24.0 |F3      |                |                |        |        
PNG358.0-04.6|Sa 3-107     |D21 |4769.40 |[Fe III]  |4766.34 |0.126     |25.1|0.137     |-29.8|31.2 |F3      |                |                |        |        
PNG358.0-04.6|Sa 3-107     |D21 |4803.29 |N II      |4800.55 |0.058     |20.6|0.061     |-24.4|26.5 |V20     |3p 3D           |3d 3D*          |7       |7       
PNG358.0-04.6|Sa 3-107     |D21 |4861.33 |H 4       |4858.70 |100.000   |0.4 |100.006   |-0.5 |0.5  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG358.0-04.6|Sa 3-107     |D21 |4958.91 |[O III]   |4956.40 |112.750   |0.4 |103.136   |-0.5 |0.5  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG358.0-04.6|Sa 3-107     |D21 |5006.84 |[O III]   |5004.37 |353.808   |0.5 |309.799   |-0.6 |0.7  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG358.0-04.6|Sa 3-107     |D21 |5191.82 |[Ar III]  |5191.16 |0.078     |19.0|0.058     |-21.8|23.6 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG358.0-04.6|Sa 3-107     |D21 |5453.83 |S II      |5452.20 |0.186     |12.1|0.109     |-13.3|15.0 |V6      |4s 4P           |4p 4D*          |6       |8       
PNG358.0-04.6|Sa 3-107     |D21 |5270.40 |[Fe III]  |5268.60 |0.173     |18.2|0.119     |-20.1|22.7 |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG358.0-04.6|Sa 3-107     |D21 |5517.66 |[Cl III]  |5515.34 |0.364     |8.3 |0.205     |-9.3 |11.0 |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG358.0-04.6|Sa 3-107     |D21 |5537.60 |[Cl III]  |5535.41 |0.355     |14.8|0.198     |-16.5|19.3 |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG358.0-04.6|Sa 3-107     |D21 |5577.34 |[O I]     |5576.25 |1.380     |10.3|0.749     |-11.4|13.5 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG358.0-04.6|Sa 3-107     |D21 |5666.63 |N II      |5663.09 |0.099     |31.1|0.051     |-35.9|41.0 |V3      |3s 3P*          |3p 3D           |3       |5       
PNG358.0-04.6|Sa 3-107     |D21 |5679.56 |N II      |5676.21 |0.403     |6.2 |0.205     |-7.1 |8.2  |V3      |3s 3P*          |3p 3D           |5       |7       
PNG358.0-04.6|Sa 3-107     |D21 |5695.92 |C III     |5695.12 |0.140     |21.5|0.070     |-24.3|28.5 |V2      |3p 1P*          |3d 1D           |3       |5       
